CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_V_A_VL_DIRCRED_PRAZO;TAB_V_A1_VL_PRAZO_VENC_30;TAB_V_A2_VL_PRAZO_VENC_60;TAB_V_A3_VL_PRAZO_VENC_90;TAB_V_A4_VL_PRAZO_VENC_120;TAB_V_A5_VL_PRAZO_VENC_150;TAB_V_A6_VL_PRAZO_VENC_180;TAB_V_A7_VL_PRAZO_VENC_360;TAB_V_A8_VL_PRAZO_VENC_720;TAB_V_A9_VL_PRAZO_VENC_1080;TAB_V_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_V_B_VL_DIRCRED_INAD;TAB_V_B1_VL_INAD_30;TAB_V_B2_VL_INAD_60;TAB_V_B3_VL_INAD_90;TAB_V_B4_VL_INAD_120;TAB_V_B5_VL_INAD_150;TAB_V_B6_VL_INAD_180;TAB_V_B7_VL_INAD_360;TAB_V_B8_VL_INAD_720;TAB_V_B9_VL_INAD_1080;TAB_V_B10_VL_INAD_MAIOR_1080;TAB_V_C_VL_DIRCRED_ANTECIPADO;TAB_V_C1_VL_ANTECIPADO_30;TAB_V_C2_VL_ANTECIPADO_60;TAB_V_C3_VL_ANTECIPADO_90;TAB_V_C4_VL_ANTECIPADO_120;TAB_V_C5_VL_ANTECIPADO_150;TAB_V_C6_VL_ANTECIPADO_180;TAB_V_C7_VL_ANTECIPADO_360;TAB_V_C8_VL_ANTECIPADO_720;TAB_V_C9_VL_ANTECIPADO_1080;TAB_V_C10_VL_ANTECIPADO_MAIOR_1080
51.503.629/0001-95;FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;13639316.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13639316.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.507.981/0001-07;EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11611138.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11611138.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.507.998/0001-56;LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;118190906.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;118190906.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.517.938/0001-14;FMFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;130000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;130000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.531.327/0001-20;RAC19 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5198973.40;0.00;9356.87;17770.20;8490.32;16130.60;7667.23;5092591.18;46967.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.539.073/0001-97;GERIZIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;16394618.67;58960.95;131625.08;121107.20;126895.24;144402.78;213001.82;2245888.82;3254405.66;93221.52;10005109.60;444203.74;42338.71;109021.61;31512.67;37520.59;28531.94;26809.85;87617.36;72820.70;7940.19;90.12;908693.68;19353.24;20782.92;23825.22;35743.74;45547.46;52898.60;366319.01;326975.14;15362.14;1886.21
51.550.112/0001-57;GOPLAN FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;42056564.17;0.00;0.00;0.00;0.00;420295.75;38771288.39;2864980.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.554.551/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO NITRO AGRO;2024-11-30;147558018.01;0.00;0.00;270396.54;6243121.25;6934540.31;75884188.40;58225771.51;0.00;0.00;0.00;8869607.50;0.00;0.00;0.00;0.00;129935.34;67388.00;8672284.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.555.510/0001-66;BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;94195366.77;2624584.14;1371207.23;67594051.42;22605523.98;0.00;0.00;0.00;0.00;0.00;0.00;15303.91;15303.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.556.244/0001-96;HOMESIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.587.009/0001-81;AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;2645687.72;75321.92;82948.32;90346.44;81403.35;80613.17;79838.67;461194.93;761247.18;617732.71;315041.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.596.429/0001-24;LC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;199728196.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;199728196.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.628.065/0001-17;KYOMI RENDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;165327150.94;6827437.94;6149492.84;5667257.26;5575293.04;5141291.83;5019530.41;28846286.15;40383626.62;25412017.35;36304917.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.642.967/0001-08;CPAG FUNDO DE INVESTIMENTO EM COTAS  DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.645.270/0001-90;LUTÈCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4365192.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4365192.01;18792875.97;1231385.24;3749862.08;1158825.61;2665719.62;1416065.27;1090433.84;3296771.97;4183812.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.646.633/0001-02;APUAMA LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3428399.35;20895.16;5598.34;352132.32;346466.51;339814.49;333942.49;625513.47;1404036.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.655.558/0001-46;CREDILOG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;42902398.44;19307744.30;9416041.84;6425023.91;132122.49;435802.31;426663.34;2375474.83;2173475.92;1069596.27;1140453.23;22521.06;21787.73;733.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.660.048/0001-67;APG FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2024-11-30;224685.76;169178.99;55506.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.660.739/0001-60;RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2024-11-30;302783169.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;302783169.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.670.752/0001-09;TAVARUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.679.169/0001-50;EDANBANK II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;156371.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;156371.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.681.932/0001-88;STW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;1089644.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1089644.75;12783101.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12783101.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.689.378/0001-85;ARTESANAL CRÉDITO ESTRUTURADO FIC FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.707.771/0001-54;ROVER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;41462546.48;12177350.44;5251372.68;591082.56;0.00;0.00;0.00;0.00;0.00;0.00;23442740.80;19688.26;19688.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.707.901/0001-59;BAVIERA PURA ORIGEM FIAGRO - DIREITOS CREDITÓRIO;2024-11-30;37193064.06;2631685.12;2367559.74;2282019.83;2119790.88;2576598.88;2205314.45;10299077.14;10538836.37;1922998.40;249183.25;981160.07;626454.79;354705.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.716.866/0001-34;VERT II - FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.729.429/0001-55;PRINZ DISCOVERY CRÉDITO ESTRUTURADO 180 FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.730.136/0001-98;INOVA CREDTECH IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;20946633.70;0.00;149698.87;127595.41;62604.66;39361.18;33609.66;14924.55;0.00;0.00;20518839.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.731.270/0001-03;D'ORO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO;2024-11-30;31050.69;31050.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6064.89;6064.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.732.995/0001-16;TESLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.749.986/0001-38;IPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;121829156.19;2295519.55;2105618.01;1981661.13;2224028.69;2000596.00;1997323.35;9580551.85;15933428.04;15874669.26;67835760.31;1031066.66;138988.63;124303.60;64076.72;107290.27;100437.89;87298.18;323014.92;85656.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.752.029/0001-60;LATACHE LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;199728196.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;199728196.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.764.889/0001-14;BIGTRADE SUNO FI NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO -RESPONSABILIDADE LIMITADA - FIAGRO DC;2024-11-30;22570575.93;0.00;0.00;0.00;0.00;863443.90;0.00;21707132.03;0.00;0.00;0.00;2319756.68;0.00;1213914.00;0.00;1105842.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.765.082/0001-04;CATALISE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.767.969/0001-23;GUARDIAN GDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;803371043.10;34224425.67;33640413.53;31649522.01;31080188.52;29539216.74;28488679.13;148910203.69;211918077.47;130882261.50;123038054.84;6641280.92;2801603.09;1464578.89;866428.11;980086.57;450146.95;78437.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.768.553/0001-20;PASQUINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2024-11-30;2919740.18;654794.83;600535.88;936270.46;511034.94;214578.01;2526.06;0.00;0.00;0.00;0.00;81630.48;81630.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;193555.43;193555.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.769.350/0001-58;WBL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;18013075.49;645579.22;8698.79;8437.57;8190.32;7968.55;7722.15;274573.76;3142666.83;5504057.91;8405180.39;18940639.62;8950.81;11947.74;17386.04;23177.42;23737.18;23807.60;345221.88;3154386.39;10198098.11;5133926.45;784.11;784.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.771.265/0001-24;PACUIBA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.774.918/0001-29;AF6 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;26985871.20;282624.83;270820.86;269544.70;264043.41;13486293.64;251674.95;1166899.69;10993969.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.776.829/0001-11;ARKAD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;91057174.02;32368555.74;8370.96;6684624.08;1440593.15;1489017.79;7522552.69;23553109.61;5773626.64;11984697.40;232025.96;1258022.63;1258022.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.821.352/0001-49;A2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;208455.38;0.00;0.00;63694.62;63694.62;63694.62;17371.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.822.080/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IC SOMAPAY CONSIGNADO PRIVADO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.852.080/0001-44;ANTARES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2024-11-30;56193980.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52214510.46;2594875.75;1384594.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.853.284/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IA INVESTIMENTOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.861.911/0001-44;VANGUARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1620327.57;376030.59;298118.52;257493.37;212556.44;168391.14;112983.37;194754.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.862.553/0001-94;EVERBLUE I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2024-11-30;4167532.61;2077875.02;2089657.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.863.647/0001-88;SOLUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;34551448.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34551448.48;484.32;0.00;484.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.863.941/0001-90;CNA FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;3760095.51;129650.76;333314.90;300843.47;337338.48;113589.07;362666.08;2122692.74;60000.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.864.349/0001-02;CVPAR EDUC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.869.340/0001-94;VFA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;140447764.66;3061291.71;3227521.37;3178649.15;3133289.06;3089356.77;3044706.87;17343112.02;30369902.98;25409941.75;48589992.98;403626.94;321460.09;59976.06;21742.65;0.00;448.14;0.00;0.00;0.00;0.00;0.00;89032.35;4758.77;2257.58;2224.04;2192.57;2161.99;2131.10;12149.40;19772.03;14015.44;27369.43
51.869.653/0001-42;POTENCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17661274.39;9910288.11;6202470.44;1335470.49;127358.96;13755.52;12859.75;47710.24;11360.88;0.00;0.00;9182.28;9182.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1044756.98;1041365.38;3190.47;201.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.889.748/0001-28;AZZAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;23110516.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23110516.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.901.421/0001-24;MASTRENN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8952679.43;1336161.65;5141920.61;741396.80;19585.44;19238.13;608558.17;1085818.63;0.00;0.00;0.00;1908384.35;1908384.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.902.751/0001-34;MFDH2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;58531994.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58531994.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.919.474/0001-72;RAMAPI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.920.831/0001-12;INOVA CREDTECH II FUNDO DE INVESTIMENTOS EM DIREITOS  CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;1511996.81;978932.01;269000.97;133067.70;118503.79;12492.34;0.00;0.00;0.00;0.00;0.00;3026998.93;87680.28;948061.64;466957.21;1349880.84;1825.20;39036.76;133557.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.928.470/0001-50;CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;127169494.03;4413946.11;4308616.47;4219868.61;4130254.20;4012714.25;3930925.20;19844501.03;27801547.62;17511673.52;36995447.02;4180194.03;1311578.77;672456.91;893340.54;416652.95;291169.77;245169.18;349825.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.935.954/0001-27;TERRA CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.942.865/0001-08;EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;15417013.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15417013.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.943.508/0001-64;CARMEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9431457.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9431457.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
51.943.745/0001-25;V SELECT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;47938969.30;23630818.60;7407683.02;7053177.63;0.00;0.00;0.00;0.00;0.00;0.00;9847290.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
