CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_II_VL_CARTEIRA;TAB_II_A_VL_INDUST;TAB_II_B_VL_IMOBIL;TAB_II_C_VL_COMERC;TAB_II_C1_VL_COMERC;TAB_II_C2_VL_VAREJO;TAB_II_C3_VL_ARREND;TAB_II_D_VL_SERV;TAB_II_D1_VL_SERV;TAB_II_D2_VL_SERV_PUBLICO;TAB_II_D3_VL_SERV_EDUC;TAB_II_D4_VL_ENTRET;TAB_II_E_VL_AGRONEG;TAB_II_F_VL_FINANC;TAB_II_F1_VL_CRED_PESSOA;TAB_II_F2_VL_CRED_PESSOA_CONSIG;TAB_II_F3_VL_CRED_CORP;TAB_II_F4_VL_MIDMARKET;TAB_II_F5_VL_VEICULO;TAB_II_F6_VL_IMOBIL_EMPRESA;TAB_II_F7_VL_IMOBIL_RESID;TAB_II_F8_VL_OUTRO;TAB_II_G_VL_CREDITO;TAB_II_H_VL_FACTOR;TAB_II_H1_VL_PESSOA;TAB_II_H2_VL_CORP;TAB_II_I_VL_SETOR_PUBLICO;TAB_II_I1_VL_PRECAT;TAB_II_I2_VL_TRIBUT;TAB_II_I3_VL_ROYALTIES;TAB_II_I4_VL_OUTRO;TAB_II_J_VL_JUDICIAL;TAB_II_K_VL_MARCA
45.207.484/0001-82;SALEM IV CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;236706886.83;0.00;0.00;0.00;0.00;0.00;0.00;236706886.83;236706886.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.207.507/0001-59;NOVO HORIZONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;71725827.69;0.00;0.00;71725827.69;71725827.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.207.572/0001-84;GOAT CRÉDITOS JUDICIAIS FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;259383771.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;259383771.04;259383771.04;0.00;0.00;0.00;0.00;0.00
45.207.608/0001-20;MT RECEIVABLES IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;34815214.23;0.00;0.00;34815214.23;34815214.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.207.689/0001-68;TESOURARIA 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5530000.00;0.00;0.00;0.00;0.00;0.00;0.00;5530000.00;5530000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.207.707/0001-01;LASSIE EDUCATION CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;567982204.92;0.00;0.00;0.00;0.00;0.00;0.00;567982204.92;567982204.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.217.948/0001-31;VANGUARD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;53382380.89;0.00;0.00;53382380.89;53382380.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.273.911/0001-20;SOLIS QI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.355.433/0001-06;INSS CONSIGNADO (PDL) II FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.355.605/0001-33;NEB II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;16870845.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16870845.38;16870845.38;0.00;0.00;0.00;0.00;0.00
45.359.065/0001-66;JCI IV B - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;11780145.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11780145.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11780145.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.383.797/0001-91;NICE 2TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3223629.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3223629.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3223629.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.425.498/0001-72;K-FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;17358769.54;0.00;0.00;17358769.54;17358769.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.445.355/0001-22;BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;757464364.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;757464364.73;757464364.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.512.077/0001-89;EDANBANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2335733.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2335733.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2335733.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.512.102/0001-24;BEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.521.649/0001-96;FIDC SINAI MACRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO RESP LIMITADA;2024-11-30;55215938.74;41089477.40;0.00;0.00;0.00;0.00;0.00;685849.62;685849.62;0.00;0.00;0.00;0.00;13440611.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13440611.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.521.676/0001-69;HAWKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;360690178.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;360690178.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;360690178.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.523.682/0001-55;TITAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;31263269.04;0.00;0.00;31263269.04;31263269.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.523.699/0001-02;VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;63483684.75;0.00;0.00;63483684.75;63483684.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.523.882/0001-08;SC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;34050152.56;0.00;0.00;34050152.56;34050152.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.525.103/0001-03;JOB FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;14853645.06;0.00;0.00;1115690.83;1115690.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4743237.57;8994716.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8994716.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.525.150/0001-57;CITRINO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;13196008.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13196008.11;13196008.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.598.747/0001-21;SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;204997570.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;204997570.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.616.130/0001-91;EDANBANK CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.683.314/0001-74;JGP SECURITIZAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.683.318/0001-52;JGP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA;2024-11-30;421812390.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31219151.90;390593238.20;0.00;0.00;390593238.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.693.226/0001-53;CREDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESP LIMITADA;2024-11-30;6456862.47;0.00;2831229.80;0.00;0.00;0.00;0.00;868172.82;868172.82;0.00;0.00;0.00;0.00;2757459.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2757459.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.703.173/0001-04;REAG HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;194680227.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194680227.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194680227.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.703.190/0001-41;SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO;2024-11-30;544682178.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;273054862.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;273054862.08;0.00;0.00;0.00;0.00;80438552.66;80438552.66;0.00;0.00;0.00;191188763.89;0.00
45.721.977/0001-36;MONARCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.722.284/0001-68;FIDC CANAAN - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;13251423.78;9720412.49;0.00;0.00;0.00;0.00;0.00;101373.78;26117.67;0.00;75256.11;0.00;0.00;3429637.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3429637.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.755.835/0001-90;B7 FUNDO DE INVESTIMENTO EM PRECATÓRIOS E DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;35823044.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35823044.84;35823044.84;0.00;0.00;0.00;0.00;0.00
45.756.256/0001-61;OP QI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.777.614/0001-12;MR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.778.027/0001-48;INFRA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2024-11-30;121419941.38;0.00;0.00;115573832.18;115573832.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5846109.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5846109.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.810.162/0001-23;LANCE REAL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;5174939.21;0.00;0.00;5174939.21;5174939.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.829.624/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SALES FINANCE - RESPONSABILIDADE LIMITADA;2024-11-30;126728372.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;126728372.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;126728372.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.829.761/0001-99;FARMERS FIRST I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;127006465.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;127006465.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.853.950/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BEES BANK RESPONSABILIDADE LIMITADA;2024-11-30;24602076.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24602076.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24602076.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.853.976/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IX;2024-11-30;149925981.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;149925981.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;149925981.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.854.038/0001-60;ORANGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.880.798/0001-41;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CREDIT SOLUTI;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.880.888/0001-32;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRODUÇÃO I;2024-11-30;49721119.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49721119.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49721119.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.880.936/0001-92;ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;20868063.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20868063.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20868063.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.880.965/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SANTAFUSVE RESPONSABILIDADE LIMITADA;2024-11-30;63483939.75;0.00;0.00;0.00;0.00;0.00;0.00;63483939.75;63483939.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.899.460/0001-31;VOLUS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA;2024-11-30;56481610.95;355727.71;115392.54;14943117.98;10056765.73;4886352.25;0.00;36419197.89;36419197.89;0.00;0.00;0.00;0.00;4648174.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4648174.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.899.588/0001-03;FIDÚCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;1239898.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1239898.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1239898.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.899.684/0001-43;LEGALCERT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO - PADRONIZADOS;2024-11-30;870673.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;870673.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;870673.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.899.745/0001-72;ID 112 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;48063691.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48063691.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48063691.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.899.975/0001-31;KRONOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.908.269/0001-09;GRATIAM FLOW FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.930.576/0001-96;ACRE BG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;27017052.77;0.00;0.00;27017052.77;27017052.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.931.917/0001-48;ARGENTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS DE RESPONSABILIDADE LIMITADA;2024-11-30;56465586.75;0.00;0.00;56465586.75;56465586.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.938.195/0001-53;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADING I;2024-11-30;50412995.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50412995.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50412995.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.938.235/0001-67;MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;386783241.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;386783241.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;386783241.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.953.215/0001-65;FS FORTALECE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;526464656.45;0.00;0.00;526464656.45;526464656.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.953.246/0001-16;RUMOS DISTRIBUIDORA DE PETRÓLEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;91584006.36;0.00;0.00;91584006.36;91584006.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.963.673/0001-85;K - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;76926461.99;0.00;0.00;76926461.99;76926461.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.963.700/0001-10;TECNOMYL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO;2024-11-30;153091188.47;0.00;0.00;153091188.47;153091188.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.963.809/0001-57;PAYJOY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2024-11-30;530981192.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;530981192.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.964.979/0001-56;LIMELIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIADE LIMITADA;2024-11-30;30480743.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30480743.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30480743.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
46.040.873/0001-29;FICTOR AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
