CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_PR_DESEMP_ESPERADO;TAB_X_PR_DESEMP_REAL
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 5;1.16;1.16
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 6;1.16;1.16
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;-1.57;-1.57
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.12;1.12
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.10;1.10
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;1.11;1.11
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 1;0.72;0.72
26.689.672/0001-40;AFARE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.689.672/0001-40;AFARE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;108.13;0.86
26.689.692/0001-10;ALGARVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.689.692/0001-10;ALGARVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-1215.07;-9.61
26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;0.00;0.00
26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 3;0.00;0.00
26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 2;0.00;0.00
26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;0.00;0.00
26.690.373/0001-25;SIMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
26.690.373/0001-25;SIMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.53;2.53
26.690.689/0001-17;CONTINENTALBANCO NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - NAO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
26.690.689/0001-17;CONTINENTALBANCO NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - NAO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;3.05;3.05
26.704.185/0001-09;MTR 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;1.66;1.66
26.704.185/0001-09;MTR 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-88.40;-88.40
26.709.975/0001-87;ARON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.709.975/0001-87;ARON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.06;0.06
26.710.026/0001-17;ORION - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.710.026/0001-17;ORION - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;-0.32
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 10;0.91;0.91
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 11;0.95;0.95
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 6;0.96;0.96
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 7;0.89;0.89
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 8;0.92;0.92
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 9;0.96;0.96
26.722.650/0001-34;VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;7.37;7.37
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 10;1.00;1.00
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 11;0.95;0.95
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 12;1.19;1.19
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 5;0.92;0.92
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 6;1.03;1.03
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 7;0.97;0.97
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 8;1.00;1.00
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 9;0.99;0.99
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.10;1.10
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 3;1.03;1.03
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 4;1.19;1.19
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 5;1.06;1.06
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 6;1.09;1.09
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 7;1.08;1.08
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 8;1.08;1.08
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.16;1.16
26.749.095/0001-34;CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;0.99;0.99
26.756.123/0001-40;BERGAMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.756.123/0001-40;BERGAMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.40;2.40
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 1;1.02;1.02
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 3;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 4;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 5;1.02;1.02
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 6;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 7;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 8;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 9;1.05;1.05
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 10;1.05;1.05
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 11;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 12;1.09;1.09
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 14;1.09;1.09
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 16;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 15;1.05;1.05
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 13;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 17;1.05;1.05
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 18;1.09;1.09
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 20;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 19;1.05;1.05
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.07;1.07
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;0.00;0.00
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 4;1.07;1.07
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 5;1.05;1.05
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 6 | Série 6;1.07;1.07
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.95;2.95
26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 7 | Série 7;0.79;1.09
26.758.072/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA NOVERDE CRÉDITO PESSOAL;2024-11-30;Subclasse Senior;0.00;0.00
26.758.072/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA NOVERDE CRÉDITO PESSOAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;1.79
26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 2;0.96;0.96
26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 3;0.96;0.96
26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 4;0.96;0.96
26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.66;1.66
26.812.976/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA IMOBILIÁRIO MULTI;2024-11-30;Subclasse Senior;0.00;0.00
26.812.976/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA IMOBILIÁRIO MULTI;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;1.06
26.820.949/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FORNECEDORES CRB;2024-11-30;Subclasse Senior Série 1;0.00;0.00
26.820.949/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FORNECEDORES CRB;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.820.949/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FORNECEDORES CRB;2024-11-30;Subclasse Senior Série 3;1.04;1.04
26.820.949/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FORNECEDORES CRB;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.861.630/0001-44;WELLINGTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.861.630/0001-44;WELLINGTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;-0.19
26.913.775/0001-41;LESTE ARBITRAGEM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
26.913.775/0001-41;LESTE ARBITRAGEM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada  |;0.00;0.00
26.913.809/0001-06;PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;1.14;1.14
26.913.809/0001-06;PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.20;1.20
26.913.809/0001-06;PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.80;0.80
26.913.825/0001-90;PRIMEMAX FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO FINANCEIRO;2024-11-30;Subclasse Senior Série 1;0.96;0.96
26.913.825/0001-90;PRIMEMAX FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO FINANCEIRO;2024-11-30;Subclasse Subordinada Mezanino 1 | Série Única;1.09;1.09
26.913.825/0001-90;PRIMEMAX FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO FINANCEIRO;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;-0.06
26.984.508/0001-65;OCEAN ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
26.984.508/0001-65;OCEAN ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.984.508/0001-65;OCEAN ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.82;1.82
27.151.223/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VII - RESPONSABILIDADE LIMITAD;2024-11-30;Subclasse Senior;0.00;0.00
27.151.223/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VII - RESPONSABILIDADE LIMITAD;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.07;0.07
27.216.590/0001-40;STEP-UP IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.78;-1.17
27.216.590/0001-40;STEP-UP IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
27.217.664/0001-63;JPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.13;1.13
27.217.664/0001-63;JPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.16;1.16
27.217.664/0001-63;JPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.65;1.65
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;0.00;0.00
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 2;0.00;0.00
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 3;1.16;1.16
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 4;1.16;1.16
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 5;1.16;1.16
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 6;1.14;1.14
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 7;1.13;1.13
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;0.00;0.00
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;1.23;1.23
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 4;1.23;1.23
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 5;0.00;0.00
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.29;0.29
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;0.00
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Senior Série 2;0.96;0.96
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Senior Série 3;1.01;1.01
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Senior Série 4;1.09;1.09
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Senior Série 5;1.09;1.09
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Senior Série 6;1.09;1.09
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.48;1.48
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.05;1.05
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.16;1.16
27.467.600/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LOTEAMENTO;2024-11-30;Subclasse Senior;0.00;0.00
27.467.600/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LOTEAMENTO;2024-11-30;Subclasse Subordinada Subordinada 1 |;83.06;83.06
27.500.576/0001-74;HOD MULTIPLICA 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
27.500.576/0001-74;HOD MULTIPLICA 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.84;0.99
27.531.244/0001-57;ONDABRASIL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;0.00
27.531.244/0001-57;ONDABRASIL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;-0.04;-0.04
27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;0.00
27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;1.01;1.01
