CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
54.218.932/0001-34;REVOLUTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.218.941/0001-25;CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;263003703.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;263003703.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.219.179/0001-00;CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;114946727.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;114946727.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.229.137/0001-41;SENA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;275493.10;2241565.30;864709.70;150180.30;198204.00;72607.70;38846.70;55967.70;2390493.60;275493.10;2241565.30;864709.70;150180.30;198204.00;72607.70;38846.70;55967.70;2390493.60;0.00
54.229.771/0001-84;FEDERAL CONSIG ABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;88795963.90;15840318.60;614883.90;7961658.40;4089964.40;3990879.40;5606922.40;395518.30;64757.40;88795963.90;15840318.60;614883.90;7961658.40;4089964.40;3990879.40;5606922.40;395518.30;64757.40;0.00
54.233.539/0001-10;GARSON  CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;46638130.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46638130.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.233.886/0001-42;SHR FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;9893186.60;518949.20;344307.80;437430.30;241546.00;172631.70;75445.70;28307.10;0.00;9893186.60;518949.20;344307.80;437430.30;241546.00;172631.70;75445.70;28307.10;0.00;0.00
54.246.763/0001-46;LEONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.246.795/0001-41;LOGÍSTICA BR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA - LONGO P;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.248.022/0001-02;CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;209677991.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;209677991.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.248.993/0001-44;TRINITÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;842939.81;0.00;842939.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.252.144/0001-64;J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;3575508.30;116390299.96;4478025.56;819581.00;3726.87;0.00;0.00;0.00;0.00;3575508.30;116390299.96;4478025.56;819581.00;3726.87;0.00;0.00;0.00;0.00;0.00
54.272.451/0001-07;ARP CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.276.269/0001-24;VULCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.287.342/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG;2024-11-30;43683502.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43683502.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.304.772/0001-46;ST 1008 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;46016908.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46016908.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.323.848/0001-80;RAMAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PUBLICO;2024-11-30;2912893.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2912893.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.326.875/0001-07;MÖBIUS JMS FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE  LIMITADA;2024-11-30;79845163.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;79845163.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.326.936/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA SAQUE FGTS;2024-11-30;165227.91;49051010.84;16320617.64;2401223.70;6158.28;79.21;7.86;3.30;3.16;165227.91;49051010.84;16320617.64;2401223.70;6158.28;79.21;7.86;3.30;3.16;0.00
54.326.983/0001-80;ST 1007 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2024-11-30;80838616.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80838616.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.327.130/0001-62;ST 1006 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;71827775.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71827775.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.328.250/0001-84;VALE RIO CLARO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;81928413.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12519377.22;81928413.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12519377.22;35033219.00
54.332.890/0001-68;XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.335.957/0001-18;CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;75743930.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.349.373/0001-00;NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.349.601/0001-33;AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA;2024-11-30;109987514.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;109987514.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.349.764/0001-16;LOGICAL ADVANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.389.751/0001-70;ÁRTICO DISTRESSED MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;17147448.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17147448.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.389.836/0001-59;SERCARD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1556273.42;0.00;777397.17;0.00;24897.02;0.00;0.00;0.00;0.00;1556273.42;0.00;777397.17;0.00;24897.02;0.00;0.00;0.00;0.00;259999.64
54.407.927/0001-70;SOLARIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.410.544/0001-50;SP SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;21740605.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21740605.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.419.151/0001-08;ANDROMEDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.422.007/0001-20;INTRABANK MULTICRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LI;2024-11-30;34293873.30;0.00;16775740.00;0.00;0.00;0.00;0.00;0.00;0.00;34293873.30;0.00;16775740.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.422.066/0001-07;MULTINVEST ALOCAÇÃO FIC FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.422.165/0001-80;ORIZ ALOCAÇÃO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA;2024-11-30;7930792.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7930792.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.422.285/0001-88;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PP1 FINANCEIRO;2024-11-30;0.00;3461713.77;1126664.94;384530.59;9317.04;295715.56;76069.04;0.00;37541.50;0.00;3461713.77;1126664.94;384530.59;9317.04;295715.56;76069.04;0.00;37541.50;0.00
54.427.293/0001-17;FOCO CAPITAL FIAGRO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;10246184.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10246184.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.427.427/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO II - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.443.336/0001-58;BLC IV FEEDER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.443.741/0001-76;GARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.444.075/0001-90;3MI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;12010924.39;0.00;0.00;6332830.94;0.00;737083.13;0.00;0.00;370500.00;12010924.39;0.00;0.00;6332830.94;0.00;737083.13;0.00;0.00;370500.00;10406903.62
54.458.262/0001-23;KENAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;284835000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;284835000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.458.839/0001-05;DENALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;284778000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;284778000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.462.447/0001-01;FIDERE DA AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;18770484.23;0.00;0.00;557640.75;0.00;3469.92;0.00;0.00;0.00;18770484.23;0.00;0.00;557640.75;0.00;3469.92;0.00;0.00;0.00;389480.77
54.464.892/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES II;2024-11-30;422832316.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;422832316.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.477.887/0001-32;VALORA BYX  WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2024-11-30;0.00;0.00;113147054.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;113147054.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.480.590/0001-26;NEST FENIX FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.486.959/0001-08;GALES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;22668281.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22668281.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.495.443/0001-20;GV HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;53829217.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53829217.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.501.301/0001-28;URANO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.503.197/0001-00;GANDRIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.503.632/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONTANA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.506.491/0001-76;POLÍGONO FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.506.814/0001-21;CAJUÍNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.513.173/0001-32;HYDRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;7255049.86;0.00;0.00;0.00;0.00;0.00;1898.51;0.00;0.00;7255049.86;0.00;0.00;0.00;0.00;0.00;1898.51;0.00;0.00;0.00
54.518.191/0001-07;ICRED FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;912179502.50;0.00;38384.01;69637.59;45698.27;2893.77;0.00;85377.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.519.336/0001-94;AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;0.00;17065459.50;200000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17065459.50;200000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.519.663/0001-46;MOSAICO ELITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.519.672/0001-37;POLÍGONO BRAVO CRÉDITO PRIVADO MULTI FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.519.721/0001-31;POLÍGONO ALPHA CRÉDITO ESTRUTURADO FI EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.543.217/0001-77;MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;994959.33;682767.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;994959.33;682767.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.559.035/0001-94;ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;217774742.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.565.154/0001-50;VANGUARDA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;29866359.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29866359.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.565.372/0001-94;FIDC UME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;32697574.11;0.00;0.00;0.00;5063073.86;5393078.39;0.00;2350672.90;3566151.77;32697574.11;0.00;0.00;0.00;5063073.86;5393078.39;0.00;2350672.90;3566151.77;0.00
54.582.555/0001-18;COBUCCIO EMPRÉSTIMOS INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2024-11-30;0.00;0.00;0.00;1497623.38;0.00;10019948.84;61165.10;0.00;64937.12;0.00;0.00;0.00;1497623.38;0.00;10019948.84;61165.10;0.00;64937.12;0.00
54.585.485/0001-51;NPL SN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;4800000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4800000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.585.643/0001-73;TRADEMASTER III FIDC - RECEBÍVEIS COMERCIAIS - RESPONSABILIDADE LIMITADA;2024-11-30;57706361.84;44721592.17;2125.57;30006.86;128424.50;361465.15;458379.09;45093.90;39654.83;57706361.84;44721592.17;2125.57;30006.86;128424.50;361465.15;458379.09;45093.90;39654.83;0.00
54.589.341/0001-73;D. ANDRADE PRECATÓRIOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.591.932/0001-85;CLÁSSICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;59960741.28;0.00;0.00;432069.13;1330880.12;977500.28;4692053.19;636973.80;9206526.62;59960741.28;0.00;0.00;432069.13;1330880.12;977500.28;4692053.19;636973.80;9206526.62;2435595.60
54.594.688/0001-04;DEMETER FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.618.084/0001-50;BONTEMPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;22120641.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22120641.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.619.490/0001-38;SAFRAS AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;40776411.35;5055.00;0.00;359015.55;148891.02;7593169.03;85677.30;40681.47;0.00;40776411.35;5055.00;0.00;359015.55;148891.02;7593169.03;85677.30;40681.47;0.00;238114.80
54.619.680/0001-55;SOMOS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.634.742/0001-06;LARCA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;125962018.55;21902163.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;125962018.55;21902163.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.639.537/0001-25;GAVEA REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;86694504.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86694504.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5453255.89
54.655.512/0001-15;VIVO MONEY III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;635363.09;332268.67;204057.97;99017.39;86524.73;63956.95;0.00;0.00;0.00;635363.09;332268.67;204057.97;99017.39;86524.73;63956.95;0.00;0.00;0.00;0.00
54.679.234/0001-36;CHIMERA ALTERNATIVE ASSETS VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA;2024-11-30;27005155.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27005155.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.680.998/0001-41;MONTESE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.681.307/0001-24;QUATTUOR BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;35879466.87;0.00;0.00;5551967.35;0.00;0.00;0.00;0.00;0.00;35879466.87;0.00;0.00;5551967.35;0.00;0.00;0.00;0.00;0.00;2293389.04
54.697.682/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS SOMACRED SABEMI CONSIGNADO PÚBLICO III;2024-11-30;454085612.88;282042.49;2825015.18;5785437.37;113578991.00;107250.29;0.00;0.00;142862.46;454085612.88;282042.49;2825015.18;5785437.37;1135789.91;107250.29;0.00;0.00;142862.46;0.00
54.705.382/0001-88;CASHGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;5135526.67;20145031.52;0.00;2357562.09;499131.78;729018.65;286400.59;0.00;0.00;5135526.67;20145031.52;0.00;2357562.09;499131.78;729018.65;286400.59;0.00;0.00;0.00
54.738.116/0001-51;SOMAPAY CONSIGNADO PRIVADO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;6347127.30;0.00;789616.00;556749.00;258984.50;128243.90;0.00;0.00;0.00;6347127.30;0.00;789616.00;556749.00;258984.50;128243.90;0.00;0.00;0.00;0.00
54.738.727/0001-08;OPORTUNIDADES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.755.924/0001-27;BRS INVEST ASSETS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.759.252/0001-28;ITAÚ PIRINEUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRA - RESP LIMITADA;2024-11-30;609567206.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;609567206.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.760.649/0001-30;GENYUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;885522.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;885522.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.766.624/0001-43;FIND MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;815048.49;0.00;0.00;0.00;0.00;0.00;6086345.08;0.00;0.00;815048.49;0.00;0.00;0.00;0.00;0.00;6086345.08;0.00;0.00;0.00
