CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
54.389.751/0001-70;ÁRTICO DISTRESSED MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;21386.84;21386.84;21386.84;0.00;0.00;0.00;0.00;0.00;0.00
54.389.836/0001-59;SERCARD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;21386.84;21386.84;21386.84;0.00;0.00;0.00;0.00;0.00;0.00
54.407.927/0001-70;SOLARIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7300.69;7300.69;7300.69;0.00;0.00;0.00;0.00;0.00;0.00
54.410.544/0001-50;SP SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;223219.52;223219.52;223219.52;0.00;0.00;0.00;0.00;0.00;0.00
54.419.151/0001-08;ANDROMEDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;58193.02;58193.02;58193.02;0.00;0.00;0.00;0.00;0.00;0.00
54.422.007/0001-20;INTRABANK MULTICRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LI;2024-11-30;316834.10;316834.10;316834.10;0.00;0.00;0.00;0.00;0.00;0.00
54.422.066/0001-07;MULTINVEST ALOCAÇÃO FIC FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;24128.50;24128.50;24128.50;0.00;0.00;0.00;0.00;0.00;0.00
54.422.165/0001-80;ORIZ ALOCAÇÃO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA;2024-11-30;17452.49;17452.49;17452.49;0.00;0.00;0.00;0.00;0.00;0.00
54.422.285/0001-88;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PP1 FINANCEIRO;2024-11-30;109072.62;109072.62;109072.62;0.00;0.00;0.00;0.00;0.00;0.00
54.427.293/0001-17;FOCO CAPITAL FIAGRO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;29285.71;29285.71;29285.71;0.00;0.00;0.00;0.00;0.00;0.00
54.427.427/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO II - RESPONSABILIDADE LIMITADA;2024-11-30;9420377.12;9420377.12;9420377.12;0.00;0.00;0.00;0.00;0.00;0.00
54.443.336/0001-58;BLC IV FEEDER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1701347.43;1701347.43;1701347.43;0.00;0.00;0.00;0.00;0.00;0.00
54.443.741/0001-76;GARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;14336.99;14336.99;14336.99;0.00;0.00;0.00;0.00;0.00;0.00
54.444.075/0001-90;3MI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;134704.55;134704.55;132760.26;1944.29;0.00;0.00;0.00;0.00;0.00
54.458.262/0001-23;KENAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;106910.70;106910.70;106910.70;0.00;0.00;0.00;0.00;0.00;0.00
54.458.839/0001-05;DENALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;106897.78;106897.78;106897.78;0.00;0.00;0.00;0.00;0.00;0.00
54.462.447/0001-01;FIDERE DA AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;175682.44;175682.44;175160.13;522.31;0.00;0.00;0.00;0.00;0.00
54.464.892/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES II;2024-11-30;1283510.69;1007818.42;1007818.42;0.00;275692.27;0.00;0.00;0.00;275692.27
54.477.887/0001-32;VALORA BYX  WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2024-11-30;969438.31;969438.31;969438.31;0.00;0.00;0.00;0.00;0.00;0.00
54.480.590/0001-26;NEST FENIX FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;8573.77;8573.77;8573.77;0.00;0.00;0.00;0.00;0.00;0.00
54.486.959/0001-08;GALES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;244281.92;244281.92;244281.92;0.00;0.00;0.00;0.00;0.00;0.00
54.495.443/0001-20;GV HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;146130.15;146130.15;146130.15;0.00;0.00;0.00;0.00;0.00;0.00
54.501.301/0001-28;URANO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;14347.83;14347.83;14347.83;0.00;0.00;0.00;0.00;0.00;0.00
54.503.197/0001-00;GANDRIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;58000.00;58000.00;58000.00;0.00;0.00;0.00;0.00;0.00;0.00
54.503.632/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONTANA;2024-11-30;13694.85;13694.85;13694.85;0.00;0.00;0.00;0.00;0.00;0.00
54.506.491/0001-76;POLÍGONO FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;28465.87;28465.87;28317.42;148.45;0.00;0.00;0.00;0.00;0.00
54.506.814/0001-21;CAJUÍNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;68214.19;68214.19;68214.19;0.00;0.00;0.00;0.00;0.00;0.00
54.513.173/0001-32;HYDRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;15317.91;15317.91;15317.91;0.00;0.00;0.00;0.00;0.00;0.00
54.518.191/0001-07;ICRED FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;162252.92;162252.92;0.00;162252.92;0.00;0.00;0.00;0.00;0.00
54.519.336/0001-94;AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;20000.00;20000.00;20000.00;0.00;0.00;0.00;0.00;0.00;0.00
54.519.663/0001-46;MOSAICO ELITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3158.97;3158.97;3158.97;0.00;0.00;0.00;0.00;0.00;0.00
54.519.672/0001-37;POLÍGONO BRAVO CRÉDITO PRIVADO MULTI FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2024-11-30;1020920.09;1020920.09;1020920.09;0.00;0.00;0.00;0.00;0.00;0.00
54.519.721/0001-31;POLÍGONO ALPHA CRÉDITO ESTRUTURADO FI EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;69592.49;69592.49;69484.92;107.57;0.00;0.00;0.00;0.00;0.00
54.543.217/0001-77;MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;79002.73;79002.73;79000.00;2.73;0.00;0.00;0.00;0.00;0.00
54.559.035/0001-94;ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;410152.00;410152.00;0.00;410152.00;0.00;0.00;0.00;0.00;0.00
54.565.154/0001-50;VANGUARDA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;37751.03;37751.03;37751.03;0.00;0.00;0.00;0.00;0.00;0.00
54.565.372/0001-94;FIDC UME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;1071552.37;1071552.37;1066783.99;4768.38;0.00;0.00;0.00;0.00;0.00
54.582.555/0001-18;COBUCCIO EMPRÉSTIMOS INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2024-11-30;21924.93;21924.93;21924.90;0.03;0.00;0.00;0.00;0.00;0.00
54.585.485/0001-51;NPL SN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;25527.82;25527.82;25527.82;0.00;0.00;0.00;0.00;0.00;0.00
54.585.643/0001-73;TRADEMASTER III FIDC - RECEBÍVEIS COMERCIAIS - RESPONSABILIDADE LIMITADA;2024-11-30;210746.96;210746.96;210746.96;0.00;0.00;0.00;0.00;0.00;0.00
54.589.341/0001-73;D. ANDRADE PRECATÓRIOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1828600.75;1828600.75;1828600.75;0.00;0.00;0.00;0.00;0.00;0.00
54.591.932/0001-85;CLÁSSICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;74816.07;74816.07;74816.07;0.00;0.00;0.00;0.00;0.00;0.00
54.594.688/0001-04;DEMETER FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;11636.97;11636.97;11636.97;0.00;0.00;0.00;0.00;0.00;0.00
54.618.084/0001-50;BONTEMPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;25599.19;25599.19;25599.19;0.00;0.00;0.00;0.00;0.00;0.00
54.619.490/0001-38;SAFRAS AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;3919482.36;3919482.36;3916760.11;2722.25;0.00;0.00;0.00;0.00;0.00
54.619.680/0001-55;SOMOS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;12000.00;12000.00;12000.00;0.00;0.00;0.00;0.00;0.00;0.00
54.634.742/0001-06;LARCA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;168593.18;168593.18;168593.18;0.00;0.00;0.00;0.00;0.00;0.00
54.639.537/0001-25;GAVEA REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;89179.62;89179.62;89179.41;0.21;0.00;0.00;0.00;0.00;0.00
54.655.512/0001-15;VIVO MONEY III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;76417.51;76417.51;76417.51;0.00;0.00;0.00;0.00;0.00;0.00
54.679.234/0001-36;CHIMERA ALTERNATIVE ASSETS VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA;2024-11-30;43603.82;43603.82;43603.82;0.00;0.00;0.00;0.00;0.00;0.00
54.680.998/0001-41;MONTESE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;28883.59;28883.59;28883.59;0.00;0.00;0.00;0.00;0.00;0.00
54.681.307/0001-24;QUATTUOR BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;45343.06;45343.06;45342.96;0.10;0.00;0.00;0.00;0.00;0.00
54.697.682/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS SOMACRED SABEMI CONSIGNADO PÚBLICO III;2024-11-30;1248888.85;1248888.85;1248888.85;0.00;0.00;0.00;0.00;0.00;0.00
54.705.382/0001-88;CASHGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;215553.14;215553.14;215553.14;0.00;0.00;0.00;0.00;0.00;0.00
54.738.116/0001-51;SOMAPAY CONSIGNADO PRIVADO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;47237.61;47237.61;47237.61;0.00;0.00;0.00;0.00;0.00;0.00
54.738.727/0001-08;OPORTUNIDADES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;226107.90;226107.90;226107.90;0.00;0.00;0.00;0.00;0.00;0.00
54.755.924/0001-27;BRS INVEST ASSETS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;21615.44;21615.44;21615.44;0.00;0.00;0.00;0.00;0.00;0.00
54.759.252/0001-28;ITAÚ PIRINEUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRA - RESP LIMITADA;2024-11-30;504365.10;280031.82;280031.82;0.00;224333.28;0.00;0.00;224333.28;0.00
54.760.649/0001-30;GENYUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;23700.00;23700.00;23700.00;0.00;0.00;0.00;0.00;0.00;0.00
54.766.624/0001-43;FIND MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;30000.00;30000.00;30000.00;0.00;0.00;0.00;0.00;0.00;0.00
54.774.876/0001-14;MONEY MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;59623.94;59623.94;59623.94;0.00;0.00;0.00;0.00;0.00;0.00
54.775.576/0001-50;CHRONOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;20385.03;20385.03;20385.03;0.00;0.00;0.00;0.00;0.00;0.00
54.776.077/0001-87;MARANATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;15947.36;15947.36;15947.36;0.00;0.00;0.00;0.00;0.00;0.00
54.776.530/0001-55;FINTRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25548.65;25548.65;25548.65;0.00;0.00;0.00;0.00;0.00;0.00
54.782.494/0001-32;HALFDOME FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;20954.36;20954.36;20954.36;0.00;0.00;0.00;0.00;0.00;0.00
54.792.266/0001-43;NORTH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;20813.92;20813.92;20813.92;0.00;0.00;0.00;0.00;0.00;0.00
54.794.448/0001-53;FUJI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP ILIMITADA;2024-11-30;6271.28;6271.28;6271.28;0.00;0.00;0.00;0.00;0.00;0.00
54.810.968/0001-02;ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;744208.53;744208.53;744208.53;0.00;0.00;0.00;0.00;0.00;0.00
54.827.590/0001-50;GUARDIAN MULTI CONSIGNADO IX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;109204.55;109204.55;109204.55;0.00;0.00;0.00;0.00;0.00;0.00
54.828.406/0001-96;EUREKKA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;28297.85;28297.85;28297.85;0.00;0.00;0.00;0.00;0.00;0.00
54.833.072/0001-49;PALLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.836.083/0001-82;THEMIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16711.07;16711.07;16711.07;0.00;0.00;0.00;0.00;0.00;0.00
54.836.930/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS METEORO - RESP LTDA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
54.837.343/0001-34;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAÚDE & IMAGEM - RESPONSABILIDADE LIMITADA;2024-11-30;91951.25;91951.25;91951.25;0.00;0.00;0.00;0.00;0.00;0.00
54.837.634/0001-22;CL VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;47267.69;47267.69;47267.69;0.00;0.00;0.00;0.00;0.00;0.00
54.842.157/0001-93;LIBRA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32594.31;32594.31;32594.31;0.00;0.00;0.00;0.00;0.00;0.00
54.842.370/0001-03;BEFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;106501.00;106501.00;106501.00;0.00;0.00;0.00;0.00;0.00;0.00
54.851.094/0001-31;VERDE AM IPÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;464815.31;464815.31;464815.31;0.00;0.00;0.00;0.00;0.00;0.00
54.851.716/0001-21;PINPAG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;79582.22;79582.22;79582.22;0.00;0.00;0.00;0.00;0.00;0.00
54.851.851/0001-77;TRADX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;876179.35;876179.35;876179.35;0.00;0.00;0.00;0.00;0.00;0.00
54.852.109/0001-86;VALKYRIES FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;14347.83;14347.83;14347.83;0.00;0.00;0.00;0.00;0.00;0.00
54.856.185/0001-60;FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;9109.79;9109.79;9109.79;0.00;0.00;0.00;0.00;0.00;0.00
54.857.414/0001-60;INDIE MERX RAIZ I CRÉDITO AGRO FIDC DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA;2024-11-30;74234.47;74234.47;74234.47;0.00;0.00;0.00;0.00;0.00;0.00
54.863.575/0001-67;BAUFIRMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;42664.14;42664.14;42664.14;0.00;0.00;0.00;0.00;0.00;0.00
54.871.427/0001-94;CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;479181.91;45715.39;45715.39;0.00;433466.52;0.00;0.00;0.00;433466.52
54.875.483/0001-05;CHIMERA ALTERNATIVE ASSETS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP LIMITADA;2024-11-30;39460.03;39460.03;39460.03;0.00;0.00;0.00;0.00;0.00;0.00
54.876.169/0001-39;BARBARESCO 4870 FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;35000.00;35000.00;35000.00;0.00;0.00;0.00;0.00;0.00;0.00
54.889.584/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SIFRA DE RESPONSABILIDADE LIMITADA;2024-11-30;391416.29;391416.29;390735.02;681.27;0.00;0.00;0.00;0.00;0.00
54.904.072/0001-92;COLISEU FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8952.64;8952.64;8952.64;0.00;0.00;0.00;0.00;0.00;0.00
54.950.304/0001-49;VENTURE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32166.69;32166.69;32166.67;0.02;0.00;0.00;0.00;0.00;0.00
54.954.874/0001-07;NO PONTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;75000.00;75000.00;75000.00;0.00;0.00;0.00;0.00;0.00;0.00
54.955.983/0001-49;VK MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;220900.30;220900.30;220900.30;0.00;0.00;0.00;0.00;0.00;0.00
54.965.252/0001-84;KRENAK FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;2024-11-30;31450.00;31450.00;31450.00;0.00;0.00;0.00;0.00;0.00;0.00
54.968.056/0001-63;TAYA FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;200679.80;200679.80;200679.80;0.00;0.00;0.00;0.00;0.00;0.00
54.968.636/0001-50;BEAUTY E CAFÉ FRANCHISING GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA E COMÉRCIO;2024-11-30;101948.17;101948.17;101948.13;0.04;0.00;0.00;0.00;0.00;0.00
54.969.186/0001-10;SX CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;82637.76;82637.76;82637.76;0.00;0.00;0.00;0.00;0.00;0.00
54.974.598/0001-49;SOLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;16336.67;16336.67;15795.00;541.67;0.00;0.00;0.00;0.00;0.00
54.976.450/0001-43;JGP SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;26997.11;26997.11;26997.11;0.00;0.00;0.00;0.00;0.00;0.00
54.976.534/0001-87;BURITI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;12683.96;12683.96;12683.96;0.00;0.00;0.00;0.00;0.00;0.00
54.979.338/0001-66;MEDITERRANEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;12157.75;12157.75;12157.75;0.00;0.00;0.00;0.00;0.00;0.00
54.979.779/0001-68;FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA;2024-11-30;376166.32;376166.32;376166.32;0.00;0.00;0.00;0.00;0.00;0.00
54.980.022/0001-94;BLC IV MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;11516.13;11516.13;11516.13;0.00;0.00;0.00;0.00;0.00;0.00
54.985.529/0001-30;SBG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;53115.50;53115.50;53115.49;0.01;0.00;0.00;0.00;0.00;0.00
54.990.152/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS K8 CONSIGNADOS - RESPONSABILIDADE LIMITADA;2024-11-30;20708.88;20708.88;20708.88;0.00;0.00;0.00;0.00;0.00;0.00
54.994.631/0001-00;BRAVE PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESP LIMITADA;2024-11-30;41570.27;41570.27;41570.27;0.00;0.00;0.00;0.00;0.00;0.00
54.994.713/0001-47;ARTESANAL PFN 2 FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;200571.90;200571.90;200571.90;0.00;0.00;0.00;0.00;0.00;0.00
54.994.754/0001-33;ANGÁ PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;45848.74;45848.74;45848.74;0.00;0.00;0.00;0.00;0.00;0.00
54.994.808/0001-60;PFN M8 FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;42414.94;42414.94;42414.94;0.00;0.00;0.00;0.00;0.00;0.00
54.994.858/0001-48;MILÊNIO PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;109040.69;109040.69;109040.69;0.00;0.00;0.00;0.00;0.00;0.00
54.994.940/0001-72;JIVE BOSSANOVA HIGH YIELD PFN - FIC FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;105700.10;105700.10;105700.10;0.00;0.00;0.00;0.00;0.00;0.00
54.994.993/0001-93;DAYCOVAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;9038.33;9038.33;9038.33;0.00;0.00;0.00;0.00;0.00;0.00
54.995.026/0001-46;SOLIS PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;53599.01;53599.01;53599.01;0.00;0.00;0.00;0.00;0.00;0.00
54.996.578/0001-79;SANREMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;60451.68;60451.68;60451.68;0.00;0.00;0.00;0.00;0.00;0.00
55.013.574/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS YELLOWSTONE - RESPONSABILIDADE LIMITADA;2024-11-30;16997834.75;16997834.75;16997834.75;0.00;0.00;0.00;0.00;0.00;0.00
55.020.611/0001-93;LCM MOJAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;35708.85;35708.85;35708.85;0.00;0.00;0.00;0.00;0.00;0.00
55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2024-11-30;11894.20;11894.20;11894.20;0.00;0.00;0.00;0.00;0.00;0.00
55.037.275/0001-91;W CAPITAL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;1160174.97;1160174.97;1160174.97;0.00;0.00;0.00;0.00;0.00;0.00
55.039.863/0001-64;JIVE DISTRESSED & SPECIAL SITS IV (PROFISSIONAL) FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
55.048.271/0001-09;ST 1009 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;39048.53;39048.53;39048.53;0.00;0.00;0.00;0.00;0.00;0.00
55.051.705/0001-20;REASON X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;39547.17;39547.17;39547.17;0.00;0.00;0.00;0.00;0.00;0.00
55.051.847/0001-97;CHIRON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;25000.00;25000.00;25000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.052.168/0001-32;NOIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;25000.00;25000.00;25000.00;0.00;0.00;0.00;0.00;0.00;0.00
55.054.219/0001-65;DUDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;25000.00;25000.00;25000.00;0.00;0.00;0.00;0.00;0.00;0.00
