CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_IV_A_VL_PL;TAB_IV_B_VL_PL_MEDIO
13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;1356583386.96;1360272751.23
13.767.420/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR;2024-11-30;122195121.88;118869057.87
13.776.087/0001-35;V4 FIDC NP - AÇÕES JUDICIAIS;2024-11-30;100726512.77;100732862.37
13.805.152/0001-03;PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;155476327.76;156410519.97
13.807.406/0001-22;B8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25784073.41;24607900.33
13.842.701/0001-10;NEW TRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2024-11-30;176815609.41;175538095.98
13.895.002/0001-38;POLICARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;125609877.01;0.00
13.963.456/0001-07;VHE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2024-11-30;5781506.04;5686177.41
13.963.676/0001-22;HOPE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;33173569.52;32674751.53
13.974.813/0001-24;G5 BRJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;90716424.53;89494525.94
13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2024-11-30;49971316.66;53496065.09
14.038.410/0001-36;G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;6303452.94;6253547.85
14.042.458/0001-18;FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;183088826.32;180921733.53
14.051.028/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA;2024-11-30;385754909.63;361260769.77
14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2024-11-30;4458737.46;5869411.87
14.132.177/0001-56;FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED H;2024-11-30;807280714.66;791987083.91
14.138.802/0001-77;SG IV LOCAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;14733481.78;14807409.27
14.166.140/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2024-11-30;1157296113.45;1050880564.68
14.180.196/0001-58;JC DIVERSIFICADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;4750781.19;4658142.12
14.283.986/0001-69;FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2024-11-30;39388890.65;37204941.46
14.330.038/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO;2024-11-30;943850683.87;943560255.09
14.364.744/0001-08;CAPITAL FORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;12697468.67;11541614.92
14.481.752/0001-26;BERTOLUCCI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;40594860.99;40373560.82
14.605.855/0001-50;DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;201456455.05;189254834.96
14.606.072/0001-91;MILLE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;106904999.79;105148841.96
14.718.674/0001-30;JGM LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;30040397.33;29406197.32
14.744.913/0001-27;MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;49156373.56;48928086.29
14.770.038/0001-58;MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;222063328.17;221296917.26
14.788.370/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HUNGRIA;2024-11-30;6075154.01;6085513.52
15.254.288/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN;2024-11-30;245465626.47;244513815.13
15.254.301/0001-19;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS IV ENERGISA CENTRO OESTE;2024-11-30;1192664663.40;1197212794.64
15.336.665/0001-48;SIGULER GUFF (JUS BLC) 2C FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;9702286.22;9700858.84
15.428.505/0001-29;JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;608206050.91;609092307.83
15.489.383/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO;2024-11-30;223583656.10;177978483.21
15.558.603/0001-80;PORTO NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;72146168.92;71812760.52
15.578.550/0001-60;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP;2024-11-30;64501322.39;63923270.13
15.586.793/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QW1 - RESPONSABILIDADE ILIMITADA;2024-11-30;186889070.62;185302273.32
15.653.649/0001-89;AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;182547141.52;180200565.74
15.675.220/0001-92;MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;242181802.74;244896936.32
16.502.939/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO;2024-11-30;35354849.42;35511928.94
16.686.142/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECUPERA;2024-11-30;102180496.72;103769524.55
16.802.124/0001-20;BERETTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;178111676.08;162827426.08
16.829.910/0001-11;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIAMOND MOUNTAIN DISTRESSED ASSETS;2024-11-30;21698390.73;21707275.84
16.858.989/0001-09;OURO MAX FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;868185.14;1777556.32
16.873.285/0001-05;CAUÊ GS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;60872978.19;59964052.01
16.874.770/0001-01;VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2024-11-30;397649360.72;388876774.15
17.012.019/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS SIFRA PERFORMANCE;2024-11-30;276210007.41;278110565.29
17.012.639/0001-90;FIDEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00
17.012.685/0001-99;CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;995342.28;1002700.18
17.013.985/0001-92;GGR PRIME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;122394088.09;119887083.05
17.015.979/0001-74;EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE  LIMITADA;2024-11-30;222522344.21;315722224.68
17.024.362/0001-15;EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;84654503.97;80528604.53
17.024.546/0001-85;AUSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;534178602.00;525001402.00
17.030.517/0001-26;PLATA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;35060087.82;35192597.95
17.031.327/0001-23;BRASFOR CONSOLIDADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;94215511.50;93412258.44
17.043.211/0001-04;VHY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE  RESPONSABILIDADE LIMITADA;2024-11-30;14139852.32;14661872.36
17.047.287/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPROCRED - NÃO PADRONIZADOS;2024-11-30;42774129.81;41982840.90
17.080.215/0001-62;MEGEVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;110686658.59;102557727.15
17.093.144/0001-32;BLACKPARTNERS MIRUNA FI EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA;2024-11-30;210107615.84;212290573.11
17.163.831/0001-87;ATLAS GLOBAL FIC FIDC MULTISEGMENTOS;2024-11-30;34881538.86;33070697.53
17.198.452/0001-22;REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;46532963.74;47768146.32
17.198.574/0001-19;PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2024-11-30;188859101.86;183842452.07
17.198.624/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED CAH;2024-11-30;537909434.03;527723749.88
17.198.676/0001-34;AZUL VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;155436751.03;153274308.09
17.198.822/0001-21;ROVENSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO  RESPONSABILIDADE LIMITADA;2024-11-30;171450724.64;169560869.87
17.198.845/0001-36;INVISTA I FIC FIDC MULTISSETORIAL NAO PADRONIZADO;2024-11-30;1244845880.12;1189269036.29
17.206.614/0001-27;STEP-UP II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;1003272.53;1013504.01
17.213.074/0001-09;CENTRUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;41219969.44;42700959.72
17.250.006/0001-10;RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA;2024-11-30;3472304621.91;3117923656.81
17.334.148/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPIRICA HOME EQUITY;2024-11-30;224222627.35;0.00
17.468.142/0001-80;VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISETORIAL RESPONSABILIDADE LIMITADA;2024-11-30;333694334.34;332890629.73
17.474.548/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I - SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2024-11-30;223727896.85;224483085.86
17.498.285/0001-35;RAIZES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;146936755.20;139703807.81
17.498.332/0001-40;CANADA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;10961389.89;10905468.69
18.048.628/0001-22;SG II A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;778369701.67;765867316.13
18.048.642/0001-26;BLC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;2745688818.18;2681192884.77
18.063.954/0001-09;FIDC DONEGAL - RESPONSABILIDADE LIMITADA - SEGMENTO COMERCIAL;2024-11-30;351848915.43;0.00
18.114.024/0001-37;METROPOLITANA ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;48207214.65;52344774.89
18.151.682/0001-07;STONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;44765307.82;44507731.70
18.152.158/0001-42;BCR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;0.00;0.00
18.185.812/0001-14;GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;494256764.87;501850180.38
18.269.128/0001-10;DB 18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;25763150.73;25408885.78
18.289.873/0001-21;FUNDO DE INVEST. EM DIR. CREDITÓRIOS BB VOTORANTIM HIGHLAND INFRAESTRUTURA RESPONSABILIDADE LIMITADA;2024-11-30;88575100.51;90876326.86
18.387.112/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ONIX PRIME;2024-11-30;55844030.88;54222077.44
18.392.964/0001-98;FIDUSSIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;168551164.69;176934943.16
18.563.847/0001-40;LIBRA II NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;143827860.41;138044360.99
18.593.058/0001-51;ZKR NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISSETORIAL;2024-11-30;59933711.14;59844010.55
18.675.887/0001-83;SUPERNOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;17592451.90;17065885.79
18.676.119/0001-44;CROWN OCEAN CAPITAL CREDITS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;328722669.42;324261823.13
18.676.987/0001-24;CLM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;59380828.79;59866259.67
18.677.046/0001-05;BRASPOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;15946621.53;15793838.04
18.686.800/0001-73;CERRADO I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;539484876.86;541531275.88
18.862.277/0001-99;BRASFOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;148407147.99;140887263.68
18.874.760/0001-93;PETRA CONSIGNADOS FEDERAL FUNDO DE INVEST EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO-FINANCEIRO;2024-11-30;1003143.30;1035775.40
18.911.897/0001-70;SPREAD INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;409454753.26;403258552.00
19.117.931/0001-00;FIDC MRFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;158909331.74;0.00
19.153.705/0001-77;CREDERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;62015713.01;60668060.45
19.187.286/0001-94;RUBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2024-11-30;2833862.85;3390175.19
19.187.295/0001-85;VECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL;2024-11-30;49104831.55;45598362.39
19.221.032/0001-45;FUNDO DE LIQUIDAÇÃO FINANCEIRA FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;1675721176.29;1639999176.60
19.388.377/0001-98;ANKARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;314776050.87;312059267.15
19.388.423/0001-59;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I;2024-11-30;285334868.36;285953075.44
19.390.746/0001-87;ATLAS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;122870725.71;121992835.96
19.424.642/0001-46;LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;392058017.44;386675393.29
19.424.674/0001-41;MB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISEGMENTO;2024-11-30;83170290.33;84762459.93
19.425.573/0001-95;FINANÇA NP - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-11-30;37141690.51;37423249.36
19.425.700/0001-56;RDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;297807744.68;292166348.57
19.476.304/0001-58;LATACHE II DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;30746920.12;31414867.92
19.503.125/0001-62;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;12555917.10;12038837.86
19.527.871/0001-96;TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;48682391.70;50313071.23
19.599.487/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I;2024-11-30;37477395.85;37808527.13
19.675.590/0001-80;V7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AÇÕES JUDICIAIS;2024-11-30;159746977.20;164898251.23
19.686.540/0001-07;SG 4870 III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;8538677.52;8539086.34
19.746.810/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUMITOMO RESPONSABILIDADE LIMITADA;2024-11-30;424013367.48;0.00
19.832.159/0001-09;INX SSPI BONDS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;7759600.07;7748757.53
19.932.422/0001-23;SBK CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIA;2024-11-30;81249991.58;80204914.52
20.057.764/0001-20;HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;344121511.22;331319690.63
20.093.858/0001-55;IB SIGMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;203624172.57;201001329.43
20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;119526939.89;119510297.97
20.103.394/0001-10;BULLSEYE MASTER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;108482335.67;105599206.89
20.118.619/0001-02;SG GAINSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;166904831.00;164168221.88
20.147.269/0001-02;EMPÍRICA LOTUS PLUS FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;10797500.38;10295381.78
20.209.230/0001-72;MBM FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;18535402.52;21364267.15
20.256.882/0001-68;SETTORE CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;24032740.04;23642131.10
20.403.406/0001-22;SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;602831113.43;592960895.42
20.460.014/0001-03;FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;483973238.17;511766969.89
20.486.217/0001-60;V8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - AÇÕES JUDICIAIS;2024-11-30;25668621.41;25720738.46
20.589.460/0001-04;CAPELLA - FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;49901961.16;56690255.77
20.636.504/0001-00;PLENO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;26955618.83;26656854.71
20.649.717/0001-76;ELDORADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;43481015.28;42431776.06
20.658.724/0001-34;SIERRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;832959.54;832426.11
20.717.010/0001-50;SOLITUDE PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;52204347.87;51426935.34
20.764.347/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CERES;2024-11-30;129455259.68;135090846.58
20.791.371/0001-46;INTERBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;256370463.06;252738250.67
20.820.603/0001-47;FIDC POLO RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;26297275.63;26115247.96
20.861.236/0001-20;MAXINVESTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL LP;2024-11-30;34740591.93;32316241.21
20.867.468/0001-95;INTERSECTOR CRÉDITO ESTUDANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3914154.28;4440495.74
20.905.778/0001-57;ACCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO MULTISSETORIAL;2024-11-30;122727625.04;121327793.55
20.905.862/0001-70;PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;21162672.29;13595375.60
20.906.292/0001-33;TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25894886.11;25707414.34
20.953.316/0001-05;PANGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS;2024-11-30;27376153.41;27332025.55
20.997.814/0001-50;SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;13938137.51;14265706.33
20.997.817/0001-93;SPECIAL SITUATIONS II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;6680613.57;6840299.86
20.997.818/0001-38;SPECIAL SITUATIONS I FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;7242345.08;7413715.28
20.998.706/0001-00;FMC 202201 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;270718850.80;283242297.58
20.998.938/0001-50;BRASFOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;48782315.46;46076864.62
20.998.956/0001-31;BELLENZIER FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25732869.04;25483079.36
20.998.989/0001-81;VERUM II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS;2024-11-30;12141164.07;12093041.89
21.053.703/0001-58;CEDRO FIDC MULTISSETORIAL NP;2024-11-30;20620233.41;20353888.78
21.053.720/0001-95;GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;42186460.75;42566772.35
21.053.898/0001-36;ARTCON FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA;2024-11-30;2050776.32;2022101.62
21.081.879/0001-13;CMF FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL LP;2024-11-30;56392535.15;56636434.75
21.081.952/0001-57;FICOU FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL RESPONSABILIDADE LIMITADA;2024-11-30;92168320.43;0.00
21.081.976/0001-06;TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;268921154.82;266264412.95
21.093.180/0001-73;FIPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;143955737.22;141790240.88
21.126.275/0001-46;VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1814710274.06;1781044731.34
21.205.491/0001-87;INOVA CREDTECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS FINANCEIRO;2024-11-30;3186032.29;3252574.45
21.247.203/0001-57;ADICIONAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;1041344.55;1759390.67
21.254.441/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAPITAL 5;2024-11-30;45083719.49;42201571.24
21.254.455/0001-03;PAULISTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;40125.66;149105.56
21.397.569/0001-02;FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;73302522.88;74415757.44
21.397.715/0001-08;FP GENIAL RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;14974361.72;14915216.23
21.397.762/0001-43;PAULISTA VARALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;773467.88;811957.93
21.397.791/0001-05;II FIDC NP POLO RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;45502121.68;54149529.51
